match_id,player_name,steam_id,position,g,a,shots,hits,blocks,sa,ga,so
"S1-WUT-name:Shoe-3","Shoe","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:Shoe-4","Shoe","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:Shoe-5","Shoe","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:Shoe-6","Shoe","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:Shoe-7","Shoe","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:Shoe-8","Shoe","","D","1","0","1","1","0","0","0","0"
"S1-WUT-name:Shoe-9","Shoe","","D","0","1","0","1","1","0","0","0"
"S1-WUT-name:Shoe-10","Shoe","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:SiddedOn-1","SiddedOn","","D","1","0","2","2","0","0","0","0"
"S1-WUT-name:SiddedOn-2","SiddedOn","","D","1","1","2","1","1","0","0","0"
"S1-WUT-name:SiddedOn-3","SiddedOn","","D","0","1","3","1","1","0","0","0"
"S1-WUT-name:SiddedOn-4","SiddedOn","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SiddedOn-5","SiddedOn","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SiddedOn-6","SiddedOn","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SiddedOn-7","SiddedOn","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SiddedOn-8","SiddedOn","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:SiddedOn-9","SiddedOn","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:SiddedOn-10","SiddedOn","","D","0","0","2","1","0","0","0","0"
"S1-WUT-name:silly-1","silly","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:silly-2","silly","","D","1","0","1","1","0","0","0","0"
"S1-WUT-name:silly-3","silly","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:silly-4","silly","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:silly-5","silly","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:silly-6","silly","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:silly-7","silly","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:silly-8","silly","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:silly-9","silly","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:silly-10","silly","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:SoCanadian-1","SoCanadian","","F","1","1","4","2","0","0","0","0"
"S1-WUT-name:SoCanadian-2","SoCanadian","","F","1","1","4","2","0","0","0","0"
"S1-WUT-name:SoCanadian-3","SoCanadian","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:SoCanadian-4","SoCanadian","","F","1","1","3","1","0","0","0","0"
"S1-WUT-name:SoCanadian-5","SoCanadian","","F","1","0","3","1","0","0","0","0"
"S1-WUT-name:SoCanadian-6","SoCanadian","","F","0","0","3","1","0","0","0","0"
"S1-WUT-name:SoCanadian-7","SoCanadian","","F","0","0","3","1","0","0","0","0"
"S1-WUT-name:SoCanadian-8","SoCanadian","","F","1","0","3","2","0","0","0","0"
"S1-WUT-name:SoCanadian-9","SoCanadian","","F","1","1","3","2","1","0","0","0"
"S1-WUT-name:SoCanadian-10","SoCanadian","","F","1","1","4","2","1","0","0","0"
"S1-WUT-name:stinkyshawn-1","stinkyshawn","","F","1","2","3","1","0","0","0","0"
"S1-WUT-name:stinkyshawn-2","stinkyshawn","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:stinkyshawn-3","stinkyshawn","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:stinkyshawn-4","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-5","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-6","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-7","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-8","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-9","stinkyshawn","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:stinkyshawn-10","stinkyshawn","","F","1","1","3","1","0","0","0","0"
"S1-WUT-name:SupaWoov-1","SupaWoov","","D","1","0","1","2","0","0","0","0"
"S1-WUT-name:SupaWoov-2","SupaWoov","","D","0","1","1","2","1","0","0","0"
"S1-WUT-name:SupaWoov-3","SupaWoov","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SupaWoov-4","SupaWoov","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:SupaWoov-5","SupaWoov","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:SupaWoov-6","SupaWoov","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:SupaWoov-7","SupaWoov","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:SupaWoov-8","SupaWoov","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:SupaWoov-9","SupaWoov","","D","0","1","1","1","0","0","0","0"
"S1-WUT-name:SupaWoov-10","SupaWoov","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:walker-1","walker","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:walker-2","walker","","D","0","1","0","0","1","0","0","0"
"S1-WUT-name:walker-3","walker","","D","0","1","0","0","1","0","0","0"
"S1-WUT-name:walker-4","walker","","D","0","0","0","0","1","0","0","0"
"S1-WUT-name:walker-5","walker","","D","0","0","0","0","1","0","0","0"
"S1-WUT-name:walker-6","walker","","D","0","0","0","0","0","0","0","0"
"S1-WUT-name:walker-7","walker","","D","0","0","0","1","0","0","0","0"
"S1-WUT-name:walker-8","walker","","D","0","1","0","1","1","0","0","0"
"S1-WUT-name:walker-9","walker","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:walker-10","walker","","D","0","1","1","0","1","0","0","0"
"S1-WUT-name:Zen-1","Zen","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Zen-2","Zen","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Zen-3","Zen","","G","0","0","0","0","0","10","1","0"
"S1-WUT-name:Zen-4","Zen","","G","0","0","0","0","0","11","1","0"
"S1-WUT-name:Zen-5","Zen","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Zen-6","Zen","","G","0","0","0","0","0","11","2","1"
"S1-WUT-name:Zen-7","Zen","","G","0","0","0","0","0","11","2","1"
"S1-WUT-name:Zen-8","Zen","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Zen-9","Zen","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Zen-10","Zen","","G","0","0","0","0","0","11","2","0"
